id de la transaccion,fecha,referencia,monto,moneda,medio de pago,comisión,iva comisión,reteica,reteiva,retefuente,impoconsumo,total desembolsado,documento del pagador,tipo de documento del pagador
1203607-1776117137-25637,13-04-2026 16:52,d02m6hzrinf727x6teynra,840763.00,COP,CARD,20157.93,3830.00,0.00,0.00,12611.44,0.00,804163.63,,
